N,M,Max Precision (bits),Min Precision (bits),Network,Layer,Cycles,Memory wait cycles,WBUF Read,WBUF Write,OBUF Read,OBUF Write,IBUF Read,IBUF Write,DRAM Read,DRAM Write,Bandwidth (bits/cycle),WBUF Size (bits),OBUF Size (bits),IBUF Size (bits),Batch size
16,32,8,2,FC_test,fc1/MatMul,1574,1446,49152,524288,262144,262144,98304,24,655384,131072,500,65536,16384,32768,1
16,32,8,2,FC_test,fc2/MatMul,134776,126584,67108864,67108864,655360,655360,67108864,16384,67256320,131072,500,65536,16384,32768,1
16,32,8,2,FC_test,fc3/MatMul,65734,57542,32768000,32768000,4128768,4128768,32768000,32768,32833536,32768,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv0/Convolution,100544,56142,153453312,8192,45467648,45467648,153453312,4795416,27537432,22733824,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv1/Convolution,389117,155,1593188352,73728,88510464,88510464,1593188352,49787136,94116096,44255232,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv2/Convolution,778227,303,3186376704,147456,177020928,177020928,3186376704,99574272,188232192,88510464,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv3/Convolution,71023,7075,218275840,40960,30012928,30012928,218275840,2728448,19140096,16370688,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv4/Convolution,1361391,321,5574942720,1105920,309719040,309719040,5574942720,87108480,243073920,154859520,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv5/Convolution,29714,314,120422400,98304,5017600,5017600,120422400,1881600,4488704,2508800,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv6/Convolution,29665,265,90316800,73728,4390400,4390400,90316800,1881600,4464128,2508800,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv7/Convolution,184323,573,752640000,614400,15052800,15052800,752640000,23520000,31660800,7526400,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv8/Convolution,29714,314,120422400,98304,5017600,5017600,120422400,1881600,4488704,2508800,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv9/Convolution,132615,315,541900800,442368,30105600,30105600,541900800,5644800,21139968,15052800,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv10/Convolution,198765,315,812851200,663552,45158400,45158400,812851200,8467200,31709952,22579200,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv11/Convolution,15050,350,60211200,49152,2508800,2508800,60211200,1881600,3185152,1254400,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv12/Convolution,39543,343,160563200,131072,10035200,10035200,160563200,2508800,7657472,5017600,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv13/Convolution,39478,278,120422400,98304,8780800,8780800,120422400,2508800,7624704,5017600,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv14/Convolution,184323,573,752640000,614400,15052800,15052800,752640000,23520000,31660800,7526400,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv15/Convolution,39543,343,160563200,131072,10035200,10035200,160563200,2508800,7657472,5017600,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv16/Convolution,132615,315,541900800,442368,30105600,30105600,541900800,5644800,21139968,15052800,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv17/Convolution,198765,315,812851200,663552,45158400,45158400,812851200,8467200,31709952,22579200,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv18/Convolution,39543,343,160563200,131072,10035200,10035200,160563200,2508800,7657472,5017600,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv19/Convolution,44566,466,180633600,147456,5017600,5017600,180633600,2822400,5478656,2508800,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv20/Convolution,44492,392,135475200,110592,4390400,4390400,135475200,2822400,5441792,2508800,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv21/Convolution,184323,573,752640000,614400,15052800,15052800,752640000,23520000,31660800,7526400,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv22/Convolution,44566,466,180633600,147456,5017600,5017600,180633600,2822400,5478656,2508800,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv23/Convolution,132615,315,541900800,442368,30105600,30105600,541900800,5644800,21139968,15052800,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv24/Convolution,198765,315,812851200,663552,45158400,45158400,812851200,8467200,31709952,22579200,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv25/Convolution,44566,466,180633600,147456,5017600,5017600,180633600,2822400,5478656,2508800,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv26/Convolution,561999,183,2301198336,7962624,127844352,127844352,2301198336,71912448,143797248,63922176,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv27/Convolution,44566,466,180633600,147456,5017600,5017600,180633600,2822400,5478656,2508800,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv28/Convolution,132615,315,541900800,442368,30105600,30105600,541900800,5644800,21139968,15052800,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv29/Convolution,12555,417,95883264,344064,1775616,1775616,95883264,2996352,4228224,887808,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv30/Convolution,83503,271,340918272,1179648,10653696,10653696,340918272,10653696,17160192,5326848,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv31/Convolution,55794,306,227278848,786432,14204928,14204928,227278848,3551232,11440128,7102464,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv32/Convolution,5163,2851,18939904,65536,2367488,2367488,18939904,147968,1397248,1183744,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv33/Convolution,174093,693,1392082944,4915200,14204928,14204928,1392082944,43502592,55520256,7102464,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv34/Convolution,55794,306,227278848,786432,14204928,14204928,227278848,3551232,11440128,7102464,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv35/Convolution,453837,685,1856110592,6422528,18939904,18939904,1856110592,58003456,73895936,9469952,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv36/Convolution,9563,315,37879808,131072,2367488,2367488,37879808,295936,1610752,1183744,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv37/Convolution,453837,685,1856110592,6422528,18939904,18939904,1856110592,58003456,73895936,9469952,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv38/Convolution,7596,4128,28409856,98304,3551232,3551232,28409856,147968,2021888,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv39/Convolution,83503,271,340918272,1179648,10653696,10653696,340918272,10653696,17160192,5326848,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv40/Convolution,83503,271,340918272,1179648,10653696,10653696,340918272,10653696,17160192,5326848,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv41/Convolution,69631,271,284098560,983040,8878080,8878080,284098560,8878080,14300160,4439040,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv42/Convolution,6536,2201,29593600,122880,2959360,2959360,29593600,184960,1787520,1479680,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv43/Convolution,850345,685,3480207360,12042240,35512320,35512320,3480207360,108756480,138554880,17756160,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv44/Convolution,69631,271,284098560,983040,8878080,8878080,284098560,8878080,14300160,4439040,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv45/Convolution,181318,693,1450086400,5120000,14796800,14796800,1450086400,45315200,57833600,7398400,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv46/Convolution,6536,2201,29593600,122880,2959360,2959360,29593600,184960,1787520,1479680,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv47/Convolution,708735,685,2900172800,10035200,29593600,29593600,2900172800,90630400,115462400,14796800,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv48/Convolution,17901,561,71024640,245760,3551232,3551232,71024640,369920,2391296,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv49/Convolution,83503,271,340918272,1179648,10653696,10653696,340918272,10653696,17160192,5326848,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv50/Convolution,83503,271,340918272,1179648,10653696,10653696,340918272,10653696,17160192,5326848,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv51/Convolution,69631,271,284098560,983040,8878080,8878080,284098560,8878080,14300160,4439040,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv52/Convolution,6536,2201,29593600,122880,2959360,2959360,29593600,184960,1787520,1479680,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv53/Convolution,217443,693,1740103680,6144000,17756160,17756160,1740103680,54378240,69400320,8878080,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv54/Convolution,69631,271,284098560,983040,8878080,8878080,284098560,8878080,14300160,4439040,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv55/Convolution,181318,693,1450086400,5120000,14796800,14796800,1450086400,45315200,57833600,7398400,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv56/Convolution,6536,2201,29593600,122880,2959360,2959360,29593600,184960,1787520,1479680,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv57/Convolution,181318,693,1450086400,5120000,14796800,14796800,1450086400,45315200,57833600,7398400,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv58/Convolution,7768,2566,35512320,147456,3551232,3551232,35512320,184960,2108032,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv59/Convolution,83503,271,340918272,1179648,10653696,10653696,340918272,10653696,17160192,5326848,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv60/Convolution,83503,271,340918272,1179648,10653696,10653696,340918272,10653696,17160192,5326848,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv61/Convolution,21179,371,170459136,589824,3551232,3551232,170459136,5326848,7692288,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv62/Convolution,7842,2640,42614784,147456,3551232,3551232,42614784,221952,2145024,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv63/Convolution,1020277,685,4176248832,14450688,42614784,42614784,4176248832,130507776,166265856,21307392,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv64/Convolution,21179,371,170459136,589824,3551232,3551232,170459136,5326848,7692288,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv65/Convolution,260793,693,2088124416,7372800,21307392,21307392,2088124416,65253888,83280384,10653696,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv66/Convolution,7842,2640,42614784,147456,3551232,3551232,42614784,221952,2145024,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv67/Convolution,260793,693,2088124416,7372800,21307392,21307392,2088124416,65253888,83280384,10653696,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv68/Convolution,7842,2640,42614784,147456,3551232,3551232,42614784,221952,2145024,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv69/Convolution,21179,371,170459136,589824,3551232,3551232,170459136,5326848,7692288,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv70/Convolution,21179,371,170459136,589824,3551232,3551232,170459136,5326848,7692288,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv71/Convolution,17678,398,141557760,2211840,3932160,3932160,141557760,2211840,6389760,1966080,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv72/Convolution,21179,371,170459136,589824,3551232,3551232,170459136,5326848,7692288,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv73/Convolution,21029,221,85229568,294912,3551232,3551232,85229568,2663424,4733952,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv74/Convolution,1020277,685,4176248832,14450688,42614784,42614784,4176248832,130507776,166265856,21307392,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv75/Convolution,10766,398,84934656,1327104,2359296,2359296,84934656,1327104,3833856,1179648,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv76/Convolution,51279,79,209715200,13107200,53084160,53084160,209715200,6553600,20316160,655360,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv77/Convolution,61519,79,251658240,15728640,63700992,63700992,251658240,7864320,24379392,786432,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv78/Convolution,5067,459,37748736,589824,1572864,1572864,37748736,98304,1474560,786432,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv79/Convolution,41870,398,339738624,5308416,9437184,9437184,339738624,5308416,15335424,4718592,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv80/Convolution,71759,79,293601280,18350080,74317824,74317824,293601280,9175040,28442624,917504,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv81/Convolution,48782,398,396361728,6193152,11010048,11010048,396361728,6193152,17891328,5505024,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv82/Convolution,5067,459,37748736,589824,1572864,1572864,37748736,98304,1474560,786432,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv83/Convolution,41870,398,339738624,5308416,9437184,9437184,339738624,5308416,15335424,4718592,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv84/Convolution,30799,79,125829120,7864320,31850496,31850496,125829120,3932160,12189696,393216,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv85/Convolution,20793,313,167772160,5242880,21626880,21626880,167772160,2621440,8519680,655360,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv86/Convolution,24889,313,201326592,6291456,25952256,25952256,201326592,3145728,10223616,786432,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv87/Convolution,5067,459,37748736,589824,1572864,1572864,37748736,98304,1474560,786432,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv88/Convolution,41870,398,339738624,5308416,9437184,9437184,339738624,5308416,15335424,4718592,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv89/Convolution,28985,313,234881024,7340032,30277632,30277632,234881024,3670016,11927552,917504,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv90/Convolution,48782,398,396361728,6193152,11010048,11010048,396361728,6193152,17891328,5505024,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv91/Convolution,5067,459,37748736,589824,1572864,1572864,37748736,98304,1474560,786432,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv92/Convolution,41870,398,339738624,5308416,9437184,9437184,339738624,5308416,15335424,4718592,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv93/Convolution,12601,313,100663296,3145728,12976128,12976128,100663296,1572864,5111808,393216,500,65536,16384,32768,1
16,32,8,2,inceptionv3,fc94/MatMul,16532,15508,8192000,8192000,1056768,1056768,8192000,8192,8232960,32768,500,65536,16384,32768,1
16,32,8,2,sst_2,fc0/MatMul,147597,141,603979776,4718592,18874368,18874368,603979776,18874368,33030144,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc1/MatMul,147597,141,603979776,4718592,18874368,18874368,603979776,18874368,33030144,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc2/MatMul,147597,141,603979776,4718592,18874368,18874368,603979776,18874368,33030144,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc3/MatMul,37072,208,301989888,2359296,6291456,6291456,301989888,9437184,14942208,3145728,500,65536,16384,32768,1
16,32,8,2,sst_2,fc4/MatMul,589965,141,2415919104,18874368,75497472,75497472,2415919104,75497472,132120576,37748736,500,65536,16384,32768,1
16,32,8,2,sst_2,fc5/MatMul,147732,276,1207959552,9437184,18874368,18874368,1207959552,37748736,56623104,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc6/MatMul,147597,141,603979776,4718592,18874368,18874368,603979776,18874368,33030144,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc7/MatMul,147597,141,603979776,4718592,18874368,18874368,603979776,18874368,33030144,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc8/MatMul,147597,141,603979776,4718592,18874368,18874368,603979776,18874368,33030144,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc9/MatMul,37072,208,301989888,2359296,6291456,6291456,301989888,9437184,14942208,3145728,500,65536,16384,32768,1
16,32,8,2,sst_2,fc10/MatMul,589965,141,2415919104,18874368,75497472,75497472,2415919104,75497472,132120576,37748736,500,65536,16384,32768,1
16,32,8,2,sst_2,fc11/MatMul,147732,276,1207959552,9437184,18874368,18874368,1207959552,37748736,56623104,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc12/MatMul,147597,141,603979776,4718592,18874368,18874368,603979776,18874368,33030144,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc13/MatMul,147597,141,603979776,4718592,18874368,18874368,603979776,18874368,33030144,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc14/MatMul,147597,141,603979776,4718592,18874368,18874368,603979776,18874368,33030144,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc15/MatMul,37072,208,301989888,2359296,6291456,6291456,301989888,9437184,14942208,3145728,500,65536,16384,32768,1
16,32,8,2,sst_2,fc16/MatMul,589965,141,2415919104,18874368,75497472,75497472,2415919104,75497472,132120576,37748736,500,65536,16384,32768,1
16,32,8,2,sst_2,fc17/MatMul,589903,79,2415919104,150994944,607125504,607125504,2415919104,75497472,229638144,3145728,500,65536,16384,32768,1
16,32,8,2,sst_2,fc18/MatMul,147597,141,603979776,4718592,18874368,18874368,603979776,18874368,33030144,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc19/MatMul,147597,141,603979776,4718592,18874368,18874368,603979776,18874368,33030144,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc20/MatMul,147597,141,603979776,4718592,18874368,18874368,603979776,18874368,33030144,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc21/MatMul,37072,208,301989888,2359296,6291456,6291456,301989888,9437184,14942208,3145728,500,65536,16384,32768,1
16,32,8,2,sst_2,fc22/MatMul,589965,141,2415919104,18874368,75497472,75497472,2415919104,75497472,132120576,37748736,500,65536,16384,32768,1
16,32,8,2,sst_2,fc23/MatMul,147732,276,1207959552,9437184,18874368,18874368,1207959552,37748736,56623104,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc24/MatMul,147597,141,603979776,4718592,18874368,18874368,603979776,18874368,33030144,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc25/MatMul,147597,141,603979776,4718592,18874368,18874368,603979776,18874368,33030144,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc26/MatMul,147597,141,603979776,4718592,18874368,18874368,603979776,18874368,33030144,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc27/MatMul,37072,208,301989888,2359296,6291456,6291456,301989888,9437184,14942208,3145728,500,65536,16384,32768,1
16,32,8,2,sst_2,fc28/MatMul,589965,141,2415919104,18874368,75497472,75497472,2415919104,75497472,132120576,37748736,500,65536,16384,32768,1
16,32,8,2,sst_2,fc29/MatMul,147732,276,1207959552,9437184,18874368,18874368,1207959552,37748736,56623104,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc30/MatMul,147597,141,603979776,4718592,18874368,18874368,603979776,18874368,33030144,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc31/MatMul,147597,141,603979776,4718592,18874368,18874368,603979776,18874368,33030144,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc32/MatMul,147597,141,603979776,4718592,18874368,18874368,603979776,18874368,33030144,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc33/MatMul,37072,208,301989888,2359296,6291456,6291456,301989888,9437184,14942208,3145728,500,65536,16384,32768,1
16,32,8,2,sst_2,fc34/MatMul,589965,141,2415919104,18874368,75497472,75497472,2415919104,75497472,132120576,37748736,500,65536,16384,32768,1
16,32,8,2,sst_2,fc35/MatMul,147732,276,1207959552,9437184,18874368,18874368,1207959552,37748736,56623104,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc36/MatMul,147597,141,603979776,4718592,18874368,18874368,603979776,18874368,33030144,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc37/MatMul,147597,141,603979776,4718592,18874368,18874368,603979776,18874368,33030144,9437184,500,65536,16384,32768,1
16,32,8,2,sst_2,fc38/MatMul,147597,141,603979776,4718592,18874368,18874368,603979776,18874368,33030144,9437184,500,65536,16384,32768,1
