N,M,Max Precision (bits),Min Precision (bits),Network,Layer,Cycles,Memory wait cycles,WBUF Read,WBUF Write,OBUF Read,OBUF Write,IBUF Read,IBUF Write,DRAM Read,DRAM Write,Bandwidth (bits/cycle),WBUF Size (bits),OBUF Size (bits),IBUF Size (bits),Batch size
16,32,8,2,inceptionv3,conv35/Convolution,185292,332,1856110592,6707802.352941177,37879808,37879808,900759552.0000001,28148736.0,53796442.35294118,18939904,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv36/Convolution,5387,763,37879808,152917.33333333334,2367488,2367488,22096554.666666664,172629.3333333333,1509290.6666666665,1183744,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv37/Convolution,148292,324,1856110592,6684672.0,37879808,37879808,783046656.0,24470208.0,50094784.0,18939904,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv38/Convolution,7644,4176,28409856,107756.3076923077,3551232,3551232,31141572.923076928,162195.6923076923,2045568.0,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv39/Convolution,28302,558,340918272,1179648.0,3551232,3551232,153413222.4,4794163.2,7749427.2,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv40/Convolution,35264,584,340918272,1228799.9999999998,3551232,3551232,170459136.0,5326848.0,8331264.0,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv41/Convolution,28031,576,284098560,1025861.8181818181,2959360,2959360,129135709.09090911,4035490.909090909,6541032.7272727275,1479680,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv42/Convolution,6591,2256,29593600,133851.42857142855,2959360,2959360,32235885.714285716,201474.28571428574,1815005.7142857143,1479680,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv43/Convolution,364726,586,3480207360,12257280.0,35512320,35512320,1740103680.0,54378240.0,84391680.0,17756160,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv44/Convolution,28026,571,284098560,1024682.6666666665,2959360,2959360,123109375.99999999,3847168.0,6351530.666666666,1479680,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv45/Convolution,145194,694,1450086400,5071238.095238095,14796800,14796800,1484612266.6666665,46394133.33333333,58863771.428571425,7398400,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv46/Convolution,6501,3611,29593600,113049.6,2959360,2959360,28409856.000000004,177561.6,1770291.2,1479680,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv47/Convolution,275129,579,2900172800,10214400.0,29593600,29593600,1359456000.0,42483000.0,67494200.0,14796800,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv48/Convolution,9112,442,71024640,282624.0,3551232,3551232,46166016.0,721344.0,2779584.0,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv49/Convolution,28301,557,340918272,1202778.3529411766,3551232,3551232,140378112.0,4386816.0,7365210.352941177,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv50/Convolution,30055,577,340918272,1197670.4,3551232,3551232,176141107.2,5504409.6,8477696.0,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv51/Convolution,33838,603,284098560,1025204.7058823529,2959360,2959360,167116800.0,5222400.0,7727284.705882353,1479680,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv52/Convolution,6638,2303,29593600,143360.0,2959360,2959360,34525866.666666664,215786.66666666663,1838826.6666666665,1479680,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv53/Convolution,234828,738,1740103680,6220800.0,17756160,17756160,2066373120.0,64574160.0,79673040.0,8878080,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv54/Convolution,33829,594,284098560,1004885.3333333333,2959360,2959360,165724159.99999997,5178879.999999999,7663445.333333332,1479680,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv55/Convolution,231651,451,1450086400,5149257.142857143,29593600,29593600,2382284800.0,74446400.0,94392457.14285715,14796800,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv56/Convolution,6467,3577,29593600,142282.1052631579,2959360,2959360,21027031.57894737,131418.94736842104,1753381.0526315789,1479680,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv57/Convolution,145192,692,1450086400,5188266.666666666,14796800,14796800,1401750186.6666665,43804693.33333333,56391359.99999999,7398400,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv58/Convolution,7872,2670,35512320,170496.0,3551232,3551232,41061120.0,213860.0,2159972.0,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv59/Convolution,33519,573,340918272,1220079.4838709678,3551232,3551232,156712431.48387098,4897263.483870968,7892958.967741936,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv60/Convolution,36653,239,340918272,1204224.0000000002,10653696,10653696,170459135.99999997,5326847.999999998,11857919.999999998,5326848,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv61/Convolution,16263,657,170459136,619315.2,3551232,3551232,170459136.0,2663424.0,5058355.2,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv62/Convolution,7899,2697,42614784,201076.36363636368,3551232,3551232,37772194.909090914,196730.18181818182,2173422.5454545454,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv63/Convolution,541348,340,4176248832,14483455.999999998,85229568,85229568,2668158976.0,83379968.00000001,140478208.0,42614784,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv64/Convolution,16252,646,170459136,611942.3999999999,3551232,3551232,159095193.6,2485862.4,4873420.8,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv65/Convolution,177530,662,2088124416,7372800.0,21307392,21307392,1781047296.0000002,55657728.0,73684224.0,10653696,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv66/Convolution,8138,1202,42614784,184320.0,3551232,3551232,63922176.0,332928.0,2292864.0,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv67/Convolution,270902,398,2088124416,7264148.2105263155,42614784,42614784,2472778913.6842103,77274341.05263157,105845881.26315789,21307392,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv68/Convolution,7750,4282,42614784,156672.0,3551232,3551232,31961088.0,166464.0,2098752.0,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv69/Convolution,21201,393,170459136,631954.2857142857,3551232,3551232,182634788.57142857,5707337.142857143,8114907.428571428,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv70/Convolution,16242,636,170459136,596526.5454545454,3551232,3551232,160128279.27272728,2502004.3636363638,4874146.909090909,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv71/Convolution,13252,1732,141557760,2341948.235294118,3932160,3932160,112413515.29411766,351292.23529411765,4659320.470588235,1966080,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv72/Convolution,16246,640,170459136,602111.9999999999,3551232,3551232,160989184.0,2515456.0,4893184.0,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv73/Convolution,9048,378,85229568,320365.7142857143,3551232,3551232,39570870.85714286,618294.8571428572,2714276.5714285714,1775616,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv74/Convolution,333241,313,4176248832,14533263.36,85229568,85229568,1586974556.16,49592954.88,106741002.24000001,42614784,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv75/Convolution,9396,948,84934656,1362493.4400000004,786432,786432,81537269.76,2548039.68,4303749.120000001,393216,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv76/Convolution,25758,158,209715200,6796325.925925925,26869760,26869760,114566637.03703703,3580207.407407407,11031893.333333332,655360,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv77/Convolution,27361,481,251658240,4300799.999999999,7864320,7864320,122969367.27272727,320232.72727272724,8553192.727272727,3932160,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv78/Convolution,4621,1549,37748736,668467.2,1572864,1572864,26424115.2,68812.79999999999,1523712.0,786432,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv79/Convolution,38537,3977,339738624,5630138.181818182,3145728,3145728,386066618.1818181,12064581.818181816,18481152.0,786432,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv80/Convolution,31859,499,293601280,4816896.0,9175040,9175040,176160768.00000003,393216.00000000006,9797632.0,4587520,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv81/Convolution,36357,4101,396361728,6372663.652173914,6291456,6291456,327429253.56521744,10232164.173913045,17391259.82608696,786432,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv82/Convolution,4552,1480,37748736,624519.5294117648,1572864,1572864,29976937.411764707,78064.9411764706,1489016.4705882354,786432,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv83/Convolution,35201,641,339738624,5529600.0,3145728,3145728,322751692.8,10085990.399999999,16402022.399999999,786432,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv84/Convolution,13924,484,125829120,2170879.9999999995,3932160,3932160,61416594.28571428,319878.0952380952,4456838.095238095,1966080,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv85/Convolution,15457,2657,167772160,2776177.7777777775,1966080,1966080,116508444.44444445,3640888.888888889,7072426.666666666,655360,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv86/Convolution,29810,626,201326592,3268608.0,2359296,2359296,276824064.0,8650752.0,12705792.0,786432,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv87/Convolution,4534,694,37748736,600746.6666666666,1572864,1572864,35651584.0,92842.66666666666,1480021.3333333333,786432,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv88/Convolution,39806,638,339738624,5409306.947368421,3145728,3145728,339738623.99999994,10616831.999999996,16812570.947368417,786432,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv89/Convolution,27068,3772,234881024,3833855.9999999995,2752512,2752512,251658240.0,7864320.0,12615680.0,917504,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv90/Convolution,39708,2076,396361728,6701768.347826088,6291456,6291456,370512050.0869565,11578501.56521739,19066701.913043477,786432,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv91/Convolution,5892,516,37748736,666624.0,1572864,1572864,43646976.0,113664.0,1566720.0,786432,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv92/Convolution,29657,4313,339738624,5586944.000000001,3145728,3145728,245366784.0,7667712.0,14041088.0,786432,500,65536,16384,32768,1
16,32,8,2,inceptionv3,conv93/Convolution,10127,2447,100663296,1579885.7142857146,1179648,1179648,86282825.14285715,2696338.285714286,4669440.0,393216,500,65536,16384,32768,1
16,32,8,2,inceptionv3,fc94/MatMul,18334,17630,8388608,9094380.307692308,98304,98304,6452775.384615385,6301.538461538462,9133449.846153846,32768,500,65536,16384,32768,1
16,32,8,2,AlexNet,conv1_a/Convolution,32925,8725,210830400,71094.85714285714,10841600,10841600,192006257.14285716,4000130.357142857,10266425.214285715,6195200,500,65536,16384,32768,1
16,32,8,2,AlexNet,conv1_b/Convolution,31955,7755,210830400,72499.2,10841600,10841600,168664320.0,3513839.9999999995,9781539.2,6195200,500,65536,16384,32768,1
16,32,8,2,AlexNet,conv2_a/Convolution,44173,433,447897600,621628.2352941176,5971968,5971968,487417976.47058827,15231811.764705885,18839424.000000004,2985984,500,65536,16384,32768,1
16,32,8,2,AlexNet,conv2_b/Convolution,44275,535,447897600,655360.0,17915904,17915904,418037760.0,3265920.0,12879232.0,8957952,500,65536,16384,32768,1
16,32,8,2,AlexNet,conv3_a/Convolution,29045,653,299040768,1782075.076923077,8306688,8306688,283705344.0,4432896.0,10368315.076923076,4153344,500,65536,16384,32768,1
16,32,8,2,AlexNet,conv3_b/Convolution,34969,493,299040768,1803102.3157894737,4153344,4153344,346257731.3684211,10820554.105263159,14700328.421052633,2076672,500,65536,16384,32768,1
16,32,8,2,AlexNet,conv4_a/Convolution,24010,688,224280576,1353169.4545454544,2076672,2076672,227678766.54545453,7114961.454545455,9506466.90909091,1038336,500,65536,16384,32768,1
16,32,8,2,AlexNet,conv4_b/Convolution,26052,702,224280576,1351680.0000000002,2076672,2076672,246708633.60000002,7709644.800000001,10099660.8,1038336,500,65536,16384,32768,1
16,32,8,2,AlexNet,conv5_a/Convolution,14655,459,149520384,886225.4545454546,4153344,4153344,138193082.1818182,2159266.909090909,5122164.363636363,2076672,500,65536,16384,32768,1
16,32,8,2,AlexNet,conv5_b/Convolution,15550,678,149520384,907334.6206896552,1384448,1384448,141786571.03448275,4430830.344827586,6030388.9655172415,692224,500,65536,16384,32768,1
16,32,8,2,AlexNet,fc1/MatMul,329014,315190,150994944,164207001.6,1310720,1310720,150994944.0,36864.0,164374937.6,131072,500,65536,16384,32768,1
16,32,8,2,AlexNet,fc2/MatMul,140597,132917,67108864,70017816.77419354,655360,655360,71438468.12903225,17441.032258064515,70166329.8064516,131072,500,65536,16384,32768,1
16,32,8,2,AlexNet,fc3/MatMul,71910,68582,33554432,35872336.84210527,294912,294912,16777216.0,16384.0,35921488.84210527,32768,500,65536,16384,32768,1
16,32,8,2,vit,conv0/Convolution,89911,535,924844032,4759816.258064516,9633792,9633792,432588337.5483871,13518385.548387099,23095097.806451615,4816896,500,65536,16384,32768,1
16,32,8,2,vit,fc1/MatMul,340560,144,2788687872,14661339.428571425,87146496,87146496,1742929920.0,54466560.0,112701147.42857143,43573248,500,65536,16384,32768,1
16,32,8,2,vit,fc2/MatMul,47695,415,464781312,2396160.0,9682944,9682944,479305728.0,7489152.0,14726784.0,4841472,500,65536,16384,32768,1
16,32,8,2,vit,fc3/MatMul,473207,407,3718250496,18904615.384615384,38731776,38731776,2431163785.846154,75973868.30769232,114244371.69230771,19365888,500,65536,16384,32768,1
16,32,8,2,vit,fc4/MatMul,397296,144,3718250496,19660800.0,116195328,116195328,1814860361.142857,56714386.285714276,134472850.28571427,58097664,500,65536,16384,32768,1
16,32,8,2,vit,fc5/MatMul,298004,140,2788687872,14291889.230769234,87146496,87146496,1447972548.923077,45249142.15384616,103114279.38461539,43573248,500,65536,16384,32768,1
16,32,8,2,vit,fc6/MatMul,76057,409,929562624,4781506.5600000005,9682944,9682944,371825049.6,11619532.8,21242511.36,4841472,500,65536,16384,32768,1
16,32,8,2,vit,fc7/MatMul,284097,417,3718250496,19557322.10526316,38731776,38731776,1320957413.0526316,41279919.15789474,80203129.2631579,19365888,500,65536,16384,32768,1
16,32,8,2,vit,fc8/MatMul,454027,139,3718250496,18874368.0,116195328,116195328,1991919908.5714285,62247497.142857134,139219529.14285713,58097664,500,65536,16384,32768,1
16,32,8,2,vit,fc9/MatMul,269901,405,2788687872,14173123.764705881,29048832,29048832,1394343936.0,43573248.0,72270787.76470588,14524416,500,65536,16384,32768,1
16,32,8,2,vit,fc10/MatMul,99430,142,929562624,4846814.608695651,29048832,29048832,454677370.4347826,14208667.826086957,33579898.43478261,14524416,500,65536,16384,32768,1
16,32,8,2,vit,fc11/MatMul,397435,283,3718250496,19557322.105263155,116195328,116195328,2054822642.5263157,32106603.78947368,109761589.89473683,58097664,500,65536,16384,32768,1
16,32,8,2,vit,fc12/MatMul,369069,285,3718250496,19879253.33333333,58097664,58097664,1686984021.3333333,52718250.66666666,101646335.99999999,29048832,500,65536,16384,32768,1
16,32,8,2,vit,fc13/MatMul,255597,285,2788687872,14787730.285714287,87146496,87146496,1269848941.7142856,19841389.714285716,78202368.0,43573248,500,65536,16384,32768,1
16,32,8,2,vit,fc14/MatMul,76064,416,929562624,4868388.571428571,9682944,9682944,354119094.85714287,11066221.714285715,20776082.285714284,4841472,500,65536,16384,32768,1
16,32,8,2,vit,fc15/MatMul,378645,405,3718250496,18874368.000000004,38731776,38731776,1896307752.96,59259617.28,97499873.28,19365888,500,65536,16384,32768,1
16,32,8,2,vit,fc16/MatMul,369069,285,3718250496,19866344.727272727,58097664,58097664,1647861015.2727273,51495656.727272734,100410833.45454547,29048832,500,65536,16384,32768,1
16,32,8,2,vit,fc17/MatMul,241538,410,2788687872,14348994.206896551,29048832,29048832,1274141872.5517242,39816933.51724138,68690343.72413793,14524416,500,65536,16384,32768,1
16,32,8,2,vit,fc18/MatMul,66603,411,929562624,4816896.000000001,9682944,9682944,325346918.4,10167091.2,19825459.2,4841472,500,65536,16384,32768,1
16,32,8,2,vit,fc19/MatMul,378658,418,3718250496,19515164.444444448,38731776,38731776,1686984021.3333335,52718250.66666667,91599303.11111112,19365888,500,65536,16384,32768,1
16,32,8,2,vit,fc20/MatMul,340695,279,3718250496,19398656.0,58097664,58097664,1618127530.6666667,50566485.333333336,99013973.33333334,29048832,500,65536,16384,32768,1
16,32,8,2,vit,fc21/MatMul,340560,144,2788687872,14700228.92307692,87146496,87146496,1528415468.3076925,47762983.384615384,106036460.3076923,43573248,500,65536,16384,32768,1
16,32,8,2,vit,fc22/MatMul,47695,415,464781312,2396160.0,9682944,9682944,435732480.0,6808320.0,14045952.0,4841472,500,65536,16384,32768,1
16,32,8,2,vit,fc23/MatMul,302996,404,3718250496,18874368.0,38731776,38731776,1510539263.9999998,47204351.999999985,85444607.99999999,19365888,500,65536,16384,32768,1
16,32,8,2,vit,fc24/MatMul,369060,276,3718250496,19169280.0,58097664,58097664,1831785170.8235295,57243286.588235304,105461398.5882353,29048832,500,65536,16384,32768,1
16,32,8,2,vit,fc25/MatMul,255587,275,2788687872,14226554.880000003,87146496,87146496,1282796421.12,20043694.08,77843496.96000001,43573248,500,65536,16384,32768,1
16,32,8,2,vit,fc26/MatMul,118610,410,929562624,4761600.0,9682944,9682944,580976640.0,18155520.0,27758592.0,4841472,500,65536,16384,32768,1
16,32,8,2,vit,fc27/MatMul,435394,418,3718250496,19515930.94736842,38731776,38731776,1859125247.9999998,58097663.999999985,96979482.94736841,19365888,500,65536,16384,32768,1
16,32,8,2,vit,fc28/MatMul,369071,287,3718250496,19990820.571428575,58097664,58097664,1726330587.4285715,53947830.857142866,102987483.42857143,29048832,500,65536,16384,32768,1
16,32,8,2,vit,fc29/MatMul,269920,424,2788687872,14877801.931034481,29048832,29048832,1202020634.4827588,37563144.827586204,66965362.75862069,14524416,500,65536,16384,32768,1
16,32,8,2,vit,fc30/MatMul,43004,452,464781312,2622610.285714286,9682944,9682944,390084315.42857146,6095067.428571428,13559149.714285715,4841472,500,65536,16384,32768,1
16,32,8,2,vit,fc31/MatMul,397293,141,3718250496,19267584.000000004,116195328,116195328,1859125247.9999998,58097663.999999985,135462912.0,58097664,500,65536,16384,32768,1
16,32,8,2,vit,fc32/MatMul,340707,291,3718250496,20310461.2173913,58097664,58097664,1576214884.173913,49256715.13043478,98616008.34782608,29048832,500,65536,16384,32768,1
16,32,8,2,vit,fc33/MatMul,312467,419,2788687872,14683513.263157895,29048832,29048832,1357650674.526316,42426583.578947365,71634512.84210527,14524416,500,65536,16384,32768,1
16,32,8,2,vit,fc34/MatMul,47717,437,464781312,2527817.1428571427,9682944,9682944,497979977.14285713,7780937.142857144,15150226.285714287,4841472,500,65536,16384,32768,1
16,32,8,2,vit,fc35/MatMul,321920,416,3718250496,19446318.545454547,38731776,38731776,1563355322.1818185,48854853.81818183,87667060.36363637,19365888,500,65536,16384,32768,1
16,32,8,2,vit,fc36/MatMul,312344,296,3718250496,20643840.0,58097664,58097664,1563355322.181818,48854853.81818182,98547525.81818181,29048832,500,65536,16384,32768,1
16,32,8,2,vit,fc37/MatMul,326642,410,2788687872,14319616.0,29048832,29048832,1549271040.0,48414720.00000001,77258752.0,14524416,500,65536,16384,32768,1
16,32,8,2,vit,fc38/MatMul,47727,447,464781312,2591650.909090909,9682944,9682944,422528465.4545455,6602007.272727273,14035130.181818184,4841472,500,65536,16384,32768,1
16,32,8,2,vit,fc39/MatMul,397296,144,3718250496,19660800.0,116195328,116195328,1814860361.142857,56714386.285714276,134472850.28571427,58097664,500,65536,16384,32768,1
16,32,8,2,vit,fc40/MatMul,369066,282,3718250496,19595264.000000004,58097664,58097664,2065694720.0,64552960.0,113197056.0,29048832,500,65536,16384,32768,1
16,32,8,2,vit,fc41/MatMul,312457,409,2788687872,14273740.8,29048832,29048832,1533778329.6000001,47930572.800000004,76728729.60000001,14524416,500,65536,16384,32768,1
16,32,8,2,vit,fc42/MatMul,47717,437,464781312,2532072.7272727275,9682944,9682944,429570606.54545456,6712040.7272727275,14085585.454545455,4841472,500,65536,16384,32768,1
16,32,8,2,vit,fc43/MatMul,321918,414,3718250496,19350366.31578947,38731776,38731776,1663427853.4736843,51982120.421052635,90698374.7368421,19365888,500,65536,16384,32768,1
16,32,8,2,vit,fc44/MatMul,340700,284,3718250496,19818086.4,58097664,58097664,1598847713.28,49963991.04,98830909.44,29048832,500,65536,16384,32768,1
16,32,8,2,vit,fc45/MatMul,241548,420,2788687872,14727168.0,29048832,29048832,1263624192.0,39488256.0,68739840.0,14524416,500,65536,16384,32768,1
16,32,8,2,vit,fc46/MatMul,85383,279,929562624,4820285.793103448,29048832,29048832,416700486.6206897,6510945.1034482755,25855646.896551725,14524416,500,65536,16384,32768,1
